Timestamp,Label,MotorData.ActCurrent,MotorData.ActPosition,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal
1461148516.356,0,-14,268975,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.402,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.452,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.501,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.545,0,7,268975,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.591,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.636,0,-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.686,0,7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.73,0,7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.78,0,7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.825,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.874,0,0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.917,0,16,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148516.97,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.017,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.059,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.106,0,-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.152,0,-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.202,0,12,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.25,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.292,0,12,268975,0,0,-5,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.342,0,12,268975,0,0,-5,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.386,0,3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.433,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.48,0,-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.53,0,-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.576,0,0,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.619,0,16,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.669,0,3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.719,0,3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.761,0,3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.81,0,3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.857,0,-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.904,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.954,0,7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148517.999,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.043,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.093,0,3,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.138,0,-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.188,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.231,0,-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.281,0,-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.327,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.376,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.417,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.468,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.517,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.56,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.604,0,0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.654,0,-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.702,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.747,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.794,0,7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.842,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.888,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.938,0,3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148518.981,0,3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.027,0,0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.077,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.121,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.168,0,-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.217,0,-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.262,0,-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.311,0,-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.355,0,-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.404,0,-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.453,0,-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.498,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.543,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.594,0,-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.638,0,25,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.687,0,25,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.73,0,16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.778,0,16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.824,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.872,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.917,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148519.968,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.012,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.062,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.104,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.156,0,7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.201,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.252,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.293,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.339,0,7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.386,0,7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.437,0,-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.481,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.529,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.577,0,0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.625,0,-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.667,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.718,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.762,0,0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.812,0,-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.854,0,16,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.906,0,12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.954,0,12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148520.996,0,12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.043,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.09,0,20,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.14,0,12,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.19,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.23,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.279,0,-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.328,0,3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.374,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.419,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.468,0,12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.509,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.562,0,-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.605,0,-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.656,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.701,0,0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.747,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.794,0,12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.84,0,7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.889,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.937,0,0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148521.979,0,0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.03,0,7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.074,0,16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.124,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.169,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.214,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.262,0,-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.307,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.356,0,0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.408,0,12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.453,0,12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.498,0,7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.541,0,0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.591,0,12,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.64,0,-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.689,0,-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.731,0,-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.777,0,0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1461148522.826,0,20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148522.871,0,20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148522.918,0,20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148522.964,0,0,268975,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.011,0,-578,268917,-73428,-2001,-94,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.058,0,-163,263378,-87464,1015,-104,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.106,0,-171,260420,-62292,0,-73,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.156,0,-171,260420,-62292,0,-73,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.204,0,-674,253634,-88711,0,-75,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.248,0,-245,247312,-73660,-1015,-247,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.296,0,-654,244093,-79750,-1015,-58,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.342,0,-548,237452,-77981,-1015,-144,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.391,0,-548,237452,-77981,-1015,-144,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.432,0,-28,234030,-97208,-1015,-129,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.481,0,-536,227708,-85492,-1015,-26,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.531,0,-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.575,0,-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.626,0,-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.668,0,-782,217384,-90451,-1015,-156,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.715,0,39,211294,-77198,0,-115,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.761,0,-210,208017,-76067,0,-135,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.809,0,-208,201231,-93844,-1015,-39,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.855,0,-208,201231,-93844,-1015,-39,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.908,0,-148,198186,-59073,0,-159,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.948,0,-605,191313,-84941,0,-157,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148523.998,0,-521,185368,-70876,1015,-119,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.043,0,-248,182323,-84361,0,-24,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.091,0,-248,182323,-84361,0,-24,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.142,0,-509,176494,-85028,-1015,-105,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.182,0,-509,176494,-85028,-1015,-105,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.231,0,-296,172492,-84129,0,-127,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.281,0,-846,166576,-82418,1015,-75,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.329,0,-40,160747,-74704,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.37,0,-40,160747,-74704,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.42,0,200,157122,-69310,0,-79,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.467,0,-341,150974,-98948,0,-19,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.516,0,-359,144565,-65134,0,-143,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.559,0,-47,140882,-67106,1015,-34,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.607,0,-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.655,0,-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.699,0,-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0
1461148524.749,0,-130,140012,0,0,-28,0,1,0,0,0,1,1,1,0,1,0,0,0
1461148524.793,0,-138,140012,0,0,-31,0,1,0,0,0,1,1,1,0,1,1,0,0
1461148524.843,0,-132,140012,0,0,-30,0,1,0,0,0,1,1,1,0,1,1,0,0
1461148524.891,0,-132,140012,0,0,-30,0,1,0,0,0,1,1,1,0,1,1,0,0
1461148524.933,0,-136,140012,0,0,-33,0,1,0,0,0,1,1,0,0,1,1,0,0
1461148524.982,0,-153,140012,0,0,-27,0,1,0,0,0,1,1,0,0,1,1,0,0
1461148525.027,0,-136,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0
1461148525.076,0,-131,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0
1461148525.124,0,-131,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0
1461148525.167,0,-150,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.217,0,-140,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.266,0,-142,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.307,0,-142,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.356,0,-151,140012,0,0,-34,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.404,0,-151,140012,0,0,-34,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.45,0,-130,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.501,0,-129,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.544,0,-134,140012,0,0,-28,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.592,0,-136,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.636,0,-136,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.684,0,-145,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.731,0,-144,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.781,0,-148,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.828,0,-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.871,0,-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.917,0,-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148525.966,0,-140,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148526.01,0,-138,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148526.06,0,-135,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0
1461148526.105,0,-165,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0
